tx_id,user_id,transaction_type,amount,channel,velocity_10m,timestamp,label_fraud
TX000056,user01,payment,1923.59,branch,1,2026-04-15 17:44:00,0
TX000057,user01,deposit,7710.6,wire,0,2026-04-13 12:01:00,0
TX000058,admin,transfer,1602.67,ach,2,2026-04-09 09:43:00,0
TX000059,analyst,deposit,9713.51,mobile,2,2026-04-22 09:54:00,0
TX000060,admin,payment,11566.3,ach,3,2026-04-20 10:46:00,0
TX000061,emp_finance02,transfer,9933.99,atm,2,2026-04-17 17:54:00,0
TX000062,user01,withdrawal,9858.83,wire,0,2026-04-15 13:54:00,0
TX000063,emp_finance01,withdrawal,9361.36,wire,0,2026-04-14 16:12:00,0
TX000064,emp_finance02,deposit,10762.44,branch,0,2026-04-21 15:18:00,0
TX000065,analyst,payment,9893.04,atm,2,2026-04-17 14:44:00,0
TX000066,analyst,payment,982.83,ach,1,2026-04-19 16:13:00,0
TX000067,emp_finance02,payment,4206.6,mobile,2,2026-04-19 11:23:00,0
TX000068,analyst,transfer,1030.13,mobile,2,2026-04-11 16:08:00,0
TX000069,emp_finance01,transfer,3765.79,wire,2,2026-04-09 08:30:00,0
TX000070,emp_finance01,deposit,4624.63,ach,2,2026-04-21 10:15:00,0
TX000071,admin,deposit,11102.77,atm,3,2026-04-18 15:55:00,0
TX000072,emp_finance01,withdrawal,500.64,branch,1,2026-04-18 11:42:00,0
TX000073,emp_finance01,withdrawal,12088.3,atm,15,2026-04-15 00:18:00,1
TX000074,admin,withdrawal,5629.84,branch,1,2026-04-16 12:07:00,0
TX000075,analyst,payment,6616.52,wire,2,2026-04-15 12:07:00,0
TX000076,user01,payment,4013.77,mobile,0,2026-04-08 17:27:00,0
TX000077,emp_finance02,deposit,242191.78,ach,10,2026-04-13 01:02:00,1
TX000078,analyst,payment,8725.96,atm,0,2026-04-15 15:22:00,0
TX000079,admin,transfer,9319.21,wire,3,2026-04-09 12:48:00,0
TX000080,admin,deposit,15825.41,wire,14,2026-04-09 01:00:00,1
TX000081,emp_finance02,payment,32546.92,ach,13,2026-04-10 00:03:00,1
TX000082,emp_finance02,withdrawal,41067.94,atm,6,2026-04-12 02:38:00,1
TX000083,emp_finance02,deposit,4426.97,atm,0,2026-04-12 15:53:00,0
TX000084,analyst,withdrawal,11338.9,ach,3,2026-04-14 11:09:00,0
TX000085,admin,payment,11456.11,mobile,2,2026-04-08 14:50:00,0
TX000086,user01,payment,10347.75,ach,3,2026-04-14 10:30:00,0
TX000087,analyst,transfer,3030.14,atm,3,2026-04-19 11:54:00,0
TX000088,admin,payment,11245.64,mobile,3,2026-04-22 10:08:00,0
TX000089,emp_finance02,transfer,10103.8,wire,1,2026-04-16 08:55:00,0
TX000090,admin,deposit,10493.04,atm,2,2026-04-09 09:43:00,0
TX000091,user01,withdrawal,7101.76,mobile,0,2026-04-19 17:40:00,0
TX000092,emp_finance01,transfer,805.58,atm,1,2026-04-11 15:19:00,0
TX000093,emp_finance02,withdrawal,2361.07,branch,3,2026-04-13 11:43:00,0
TX000094,analyst,payment,223522.12,wire,15,2026-04-20 22:14:00,1
TX000095,user01,payment,11218.53,wire,1,2026-04-21 16:28:00,0
TX000096,admin,payment,9208.49,ach,0,2026-04-19 15:24:00,0
TX000097,emp_finance01,deposit,8087.76,atm,0,2026-04-13 12:55:00,0
TX000098,emp_finance02,transfer,1856.34,mobile,2,2026-04-12 11:48:00,0
TX000099,analyst,withdrawal,3537.77,branch,2,2026-04-17 09:47:00,0
TX000100,analyst,payment,44059.16,atm,8,2026-04-18 01:58:00,1
TX000101,analyst,transfer,3757.28,atm,2,2026-04-21 14:50:00,0
TX000102,user01,transfer,10691.31,branch,3,2026-04-09 17:40:00,0
TX000103,analyst,payment,11772.68,wire,1,2026-04-12 17:04:00,0
TX000104,admin,withdrawal,13228.0,wire,7,2026-04-19 02:56:00,1
TX000105,emp_finance01,deposit,10972.56,ach,1,2026-04-08 17:26:00,0
TX000106,user01,transfer,8130.87,atm,3,2026-04-15 11:15:00,0
TX000107,analyst,transfer,9434.7,branch,1,2026-04-21 12:54:00,0
TX000108,emp_finance02,transfer,8085.43,ach,1,2026-04-10 11:36:00,0
TX000109,emp_finance02,withdrawal,11478.78,ach,0,2026-04-18 10:54:00,0
TX000110,emp_finance02,payment,1412.49,mobile,0,2026-04-17 10:50:00,0
TX000111,user01,transfer,55741.8,wire,7,2026-04-15 00:28:00,1
TX000112,analyst,deposit,8173.46,mobile,0,2026-04-22 15:30:00,0
TX000113,user01,payment,7279.41,wire,1,2026-04-21 13:08:00,0
TX000114,admin,withdrawal,9814.86,wire,0,2026-04-09 09:41:00,0
TX000115,user01,deposit,9355.73,atm,3,2026-04-11 14:06:00,0
TX000116,emp_finance01,deposit,8610.56,mobile,0,2026-04-09 09:05:00,0
TX000117,analyst,payment,2993.72,wire,2,2026-04-12 17:07:00,0
TX000118,emp_finance02,withdrawal,11873.59,wire,0,2026-04-13 13:32:00,0
TX000119,analyst,transfer,11381.49,ach,2,2026-04-13 09:14:00,0
TX000120,user01,transfer,6639.1,branch,2,2026-04-08 12:21:00,0
TX000121,emp_finance02,deposit,4539.24,wire,0,2026-04-11 08:33:00,0
TX000122,emp_finance02,withdrawal,9246.55,ach,0,2026-04-08 17:03:00,0
TX000123,user01,withdrawal,26622.73,ach,15,2026-04-15 22:26:00,1
TX000124,analyst,transfer,21347.13,mobile,10,2026-04-22 23:14:00,1
TX000125,analyst,deposit,11069.4,branch,2,2026-04-21 12:00:00,0
TX000126,emp_finance01,deposit,19593.65,mobile,12,2026-04-09 02:47:00,1
TX000127,analyst,payment,9252.24,mobile,3,2026-04-11 17:40:00,0
TX000128,emp_finance01,withdrawal,8687.49,wire,0,2026-04-16 13:54:00,0
TX000129,emp_finance02,transfer,9583.07,ach,1,2026-04-17 13:49:00,0
TX000130,emp_finance02,payment,8775.61,branch,1,2026-04-19 13:06:00,0
TX000131,admin,deposit,76338.31,ach,13,2026-04-15 03:48:00,1
TX000132,analyst,payment,9292.83,atm,3,2026-04-21 10:30:00,0
TX000133,user01,transfer,8296.76,mobile,0,2026-04-22 15:23:00,0
TX000134,analyst,withdrawal,4066.4,mobile,1,2026-04-17 15:38:00,0
TX000135,analyst,deposit,6491.52,ach,1,2026-04-22 16:15:00,0
TX000136,admin,transfer,9491.41,atm,3,2026-04-10 14:21:00,0
TX000137,user01,transfer,34386.52,ach,15,2026-04-09 04:09:00,1
TX000138,analyst,payment,9240.93,branch,0,2026-04-18 10:35:00,0
TX000139,user01,withdrawal,6635.09,branch,2,2026-04-22 14:23:00,0
TX000140,emp_finance01,transfer,6133.93,atm,0,2026-04-18 10:54:00,0
TX000141,admin,withdrawal,4951.89,wire,1,2026-04-09 10:44:00,0
TX000142,analyst,withdrawal,35746.33,ach,10,2026-04-10 23:47:00,1
TX000143,user01,deposit,7725.46,ach,3,2026-04-15 13:49:00,0
TX000144,user01,transfer,7730.82,ach,0,2026-04-12 12:30:00,0
TX000145,emp_finance01,withdrawal,11052.47,wire,1,2026-04-09 15:27:00,0
TX000146,emp_finance01,payment,9659.59,branch,2,2026-04-19 16:24:00,0
TX000147,user01,deposit,39692.82,branch,8,2026-04-20 01:02:00,1
TX000148,emp_finance02,deposit,3763.5,mobile,2,2026-04-19 08:53:00,0
TX000149,analyst,transfer,1916.37,ach,3,2026-04-21 14:07:00,0
TX000150,analyst,withdrawal,5753.98,mobile,2,2026-04-19 17:36:00,0
TX000151,analyst,payment,2897.62,atm,3,2026-04-22 14:40:00,0
TX000152,user01,payment,2869.61,branch,2,2026-04-20 09:02:00,0
TX000153,analyst,transfer,11923.28,atm,1,2026-04-21 10:45:00,0
TX000154,analyst,payment,11543.16,mobile,3,2026-04-09 12:34:00,0
TX000155,user01,deposit,1545.01,wire,2,2026-04-21 13:51:00,0
TX000156,admin,payment,7159.21,mobile,3,2026-04-17 15:59:00,0
TX000157,emp_finance01,payment,649.84,atm,2,2026-04-17 16:06:00,0
TX000158,user01,deposit,9704.46,atm,3,2026-04-22 13:46:00,0
TX000159,admin,deposit,8229.43,mobile,1,2026-04-22 13:09:00,0
TX000160,emp_finance02,deposit,33290.37,atm,15,2026-04-22 22:38:00,1
TX000161,emp_finance02,transfer,10295.69,mobile,2,2026-04-12 14:17:00,0
TX000162,emp_finance02,payment,4002.37,wire,2,2026-04-11 12:28:00,0
TX000163,user01,payment,1103.11,mobile,0,2026-04-10 15:43:00,0
TX000164,emp_finance01,withdrawal,2337.09,branch,2,2026-04-14 10:14:00,0
TX000165,emp_finance01,transfer,9443.59,atm,1,2026-04-13 15:56:00,0
TX000166,emp_finance01,deposit,9914.66,wire,0,2026-04-20 14:20:00,0
TX000167,emp_finance01,transfer,2769.23,ach,3,2026-04-14 10:58:00,0
TX000168,emp_finance01,payment,78754.7,branch,14,2026-04-08 04:18:00,1
TX000169,emp_finance02,withdrawal,8500.68,branch,0,2026-04-14 17:41:00,0
TX000170,admin,payment,5770.65,branch,0,2026-04-22 08:41:00,0
TX000171,analyst,withdrawal,10555.96,wire,2,2026-04-12 16:19:00,0
TX000172,user01,withdrawal,8239.65,atm,3,2026-04-15 14:13:00,0
TX000173,admin,transfer,11952.09,atm,1,2026-04-10 14:23:00,0
TX000174,admin,deposit,997.72,branch,0,2026-04-18 09:24:00,0
TX000175,analyst,deposit,11253.91,atm,1,2026-04-15 11:32:00,0
TX000176,emp_finance01,transfer,9572.97,atm,1,2026-04-13 11:22:00,0
TX000177,analyst,withdrawal,10617.04,atm,0,2026-04-09 12:06:00,0
TX000178,user01,transfer,9463.75,wire,1,2026-04-17 08:35:00,0
TX000179,user01,payment,6119.94,branch,0,2026-04-16 10:23:00,0
TX000180,analyst,deposit,4082.8,branch,1,2026-04-11 08:21:00,0
TX000181,user01,payment,9311.86,ach,3,2026-04-13 10:47:00,0
TX000182,emp_finance01,deposit,10834.96,ach,0,2026-04-17 15:21:00,0
TX000183,admin,withdrawal,7192.16,mobile,3,2026-04-18 17:41:00,0
TX000184,emp_finance01,withdrawal,10516.1,mobile,1,2026-04-22 10:36:00,0
TX000185,emp_finance01,withdrawal,3361.87,ach,3,2026-04-09 14:54:00,0
TX000186,admin,payment,10648.91,ach,1,2026-04-15 13:58:00,0
TX000187,user01,payment,10883.7,branch,3,2026-04-19 17:15:00,0
TX000188,admin,payment,7858.44,atm,2,2026-04-15 15:22:00,0
TX000189,emp_finance02,payment,24529.91,mobile,11,2026-04-10 01:51:00,1
TX000190,admin,payment,9385.45,ach,3,2026-04-19 12:12:00,0
TX000191,admin,withdrawal,1115.44,branch,0,2026-04-12 11:57:00,0
TX000192,emp_finance02,deposit,129726.78,wire,8,2026-04-22 00:35:00,1
TX000193,emp_finance01,withdrawal,11855.66,ach,0,2026-04-08 12:49:00,0
TX000194,emp_finance01,deposit,6805.66,wire,1,2026-04-08 14:58:00,0
TX000195,admin,transfer,11489.16,atm,0,2026-04-18 08:36:00,0
TX000196,emp_finance01,payment,10173.2,branch,3,2026-04-18 10:12:00,0
TX000197,emp_finance02,withdrawal,5193.32,ach,2,2026-04-13 13:43:00,0
TX000198,emp_finance02,withdrawal,11307.96,wire,3,2026-04-12 09:06:00,0
TX000199,admin,transfer,1999.42,atm,2,2026-04-17 15:19:00,0
TX000200,admin,payment,5548.29,mobile,2,2026-04-20 15:25:00,0
TX000201,analyst,payment,7526.27,wire,1,2026-04-15 11:09:00,0
TX000202,admin,payment,7304.12,mobile,0,2026-04-14 11:28:00,0
TX000203,admin,deposit,915.43,mobile,1,2026-04-20 17:20:00,0
TX000204,analyst,deposit,9955.31,ach,3,2026-04-20 08:32:00,0
TX000205,emp_finance02,transfer,139787.55,mobile,10,2026-04-09 22:00:00,1
TX000206,analyst,withdrawal,5609.07,branch,3,2026-04-22 09:18:00,0
TX000207,analyst,deposit,10583.52,mobile,3,2026-04-15 13:55:00,0
TX000208,admin,withdrawal,10157.2,branch,1,2026-04-14 09:25:00,0
TX000209,emp_finance02,withdrawal,11913.96,wire,3,2026-04-14 16:24:00,0
TX000210,emp_finance01,withdrawal,2219.68,branch,3,2026-04-13 08:49:00,0
TX000211,emp_finance02,withdrawal,166758.55,mobile,6,2026-04-16 03:28:00,1
TX000212,user01,withdrawal,19727.33,atm,15,2026-04-10 23:43:00,1
TX000213,admin,withdrawal,10085.0,wire,2,2026-04-22 12:35:00,0
TX000214,analyst,withdrawal,9377.66,atm,2,2026-04-11 16:26:00,0
TX000215,emp_finance01,deposit,6040.24,wire,1,2026-04-10 12:29:00,0
TX000216,user01,transfer,1090.06,ach,0,2026-04-08 13:28:00,0
TX000217,admin,withdrawal,1540.04,wire,1,2026-04-10 09:48:00,0
TX000218,analyst,withdrawal,7258.12,ach,1,2026-04-11 11:07:00,0
TX000219,user01,payment,8957.32,atm,3,2026-04-15 12:34:00,0
TX000220,analyst,transfer,9864.02,ach,1,2026-04-17 13:20:00,0
TX000221,emp_finance02,deposit,8064.88,ach,1,2026-04-19 12:21:00,0
TX000222,analyst,deposit,10618.43,branch,3,2026-04-11 12:41:00,0
TX000223,emp_finance01,transfer,8559.83,mobile,0,2026-04-14 10:02:00,0
TX000224,user01,transfer,6743.51,ach,1,2026-04-14 08:29:00,0
TX000225,analyst,transfer,11651.01,mobile,0,2026-04-14 08:35:00,0
TX000226,emp_finance02,transfer,2212.43,mobile,3,2026-04-10 16:58:00,0
TX000227,emp_finance01,payment,10479.12,wire,2,2026-04-10 13:25:00,0
TX000228,analyst,deposit,10788.95,ach,0,2026-04-21 09:25:00,0
TX000229,user01,transfer,5101.25,ach,3,2026-04-12 15:50:00,0
TX000230,user01,transfer,11605.09,branch,0,2026-04-08 12:04:00,0
TX000231,admin,withdrawal,2529.59,ach,0,2026-04-18 14:10:00,0
TX000232,emp_finance01,payment,11586.1,mobile,1,2026-04-10 14:44:00,0
TX000233,user01,deposit,14508.6,wire,11,2026-04-22 01:40:00,1
TX000234,admin,payment,4433.24,branch,3,2026-04-21 17:49:00,0
TX000235,emp_finance01,transfer,674.66,atm,2,2026-04-17 14:06:00,0
TX000236,admin,deposit,6095.54,mobile,3,2026-04-15 10:35:00,0
TX000237,analyst,deposit,15071.12,mobile,12,2026-04-22 01:18:00,1
TX000238,emp_finance02,withdrawal,4485.1,atm,1,2026-04-12 17:24:00,0
TX000239,emp_finance01,payment,8253.07,atm,3,2026-04-18 12:30:00,0
TX000240,emp_finance01,deposit,5772.78,atm,0,2026-04-20 15:19:00,0
TX000241,admin,withdrawal,11448.79,atm,3,2026-04-09 13:52:00,0
TX000242,analyst,withdrawal,8803.41,atm,3,2026-04-17 10:18:00,0
TX000243,emp_finance02,transfer,6535.63,wire,1,2026-04-13 17:34:00,0
TX000244,user01,withdrawal,1692.99,atm,3,2026-04-20 14:40:00,0
TX000245,admin,deposit,5727.59,ach,3,2026-04-13 15:25:00,0
TX000246,user01,withdrawal,243527.75,ach,9,2026-04-12 02:42:00,1
TX000247,emp_finance01,transfer,34356.57,mobile,11,2026-04-10 01:27:00,1
TX000248,admin,withdrawal,4095.2,atm,2,2026-04-16 15:29:00,0
TX000249,user01,deposit,3872.51,branch,1,2026-04-17 09:19:00,0
TX000250,emp_finance01,transfer,8390.49,atm,0,2026-04-18 13:02:00,0
TX000251,user01,deposit,5423.57,wire,1,2026-04-14 16:10:00,0
TX000252,emp_finance02,deposit,8737.81,ach,0,2026-04-11 14:39:00,0
TX000253,admin,withdrawal,8859.18,atm,0,2026-04-10 09:55:00,0
TX000254,admin,deposit,9049.41,ach,2,2026-04-13 16:24:00,0
TX000255,admin,transfer,117156.91,branch,10,2026-04-08 01:39:00,1
TX000256,emp_finance02,deposit,8467.8,wire,3,2026-04-16 10:38:00,0
TX000257,emp_finance02,withdrawal,5091.3,atm,1,2026-04-15 16:18:00,0
TX000258,analyst,deposit,4962.89,wire,1,2026-04-19 15:52:00,0
TX000259,emp_finance02,payment,11359.57,mobile,0,2026-04-13 10:01:00,0
TX000260,emp_finance01,transfer,8672.84,atm,3,2026-04-14 17:32:00,0
TX000261,emp_finance02,payment,6589.8,mobile,1,2026-04-16 15:06:00,0
TX000262,admin,payment,11266.91,ach,1,2026-04-19 09:51:00,0
TX000263,admin,payment,1344.53,ach,0,2026-04-13 11:22:00,0
TX000264,emp_finance01,withdrawal,10816.22,wire,2,2026-04-09 17:32:00,0
TX000265,user01,withdrawal,7940.04,wire,1,2026-04-20 10:45:00,0
TX000266,emp_finance01,deposit,9074.87,ach,3,2026-04-21 14:40:00,0
TX000267,emp_finance01,deposit,11509.27,atm,2,2026-04-13 15:00:00,0
TX000268,user01,payment,9590.86,ach,3,2026-04-18 11:20:00,0
TX000269,analyst,transfer,9941.35,mobile,0,2026-04-21 08:40:00,0
TX000270,user01,withdrawal,9826.07,atm,1,2026-04-08 11:41:00,0
TX000271,emp_finance02,deposit,118889.25,mobile,12,2026-04-12 02:19:00,1
TX000272,analyst,transfer,28.67,mobile,1,2026-04-14 17:43:00,0
TX000273,analyst,transfer,11952.62,mobile,3,2026-04-21 10:14:00,0
TX000274,emp_finance02,transfer,21875.43,ach,8,2026-04-12 01:43:00,1
TX000275,admin,deposit,8656.47,branch,1,2026-04-08 11:26:00,0
TX000276,emp_finance02,withdrawal,36830.71,atm,12,2026-04-17 04:50:00,1
TX000277,admin,withdrawal,10404.0,wire,2,2026-04-19 08:33:00,0
TX000278,analyst,transfer,455.46,ach,3,2026-04-21 15:15:00,0
TX000279,admin,deposit,9444.39,atm,3,2026-04-09 10:53:00,0
TX000280,emp_finance02,transfer,1398.71,mobile,0,2026-04-22 08:16:00,0
TX000281,admin,withdrawal,9145.95,atm,3,2026-04-21 14:40:00,0
TX000282,emp_finance01,payment,61199.42,wire,11,2026-04-16 23:37:00,1
TX000283,admin,transfer,6774.82,atm,0,2026-04-15 14:39:00,0
TX000284,user01,payment,5271.26,branch,0,2026-04-20 10:31:00,0
TX000285,user01,transfer,6003.22,atm,2,2026-04-10 08:27:00,0
TX000286,admin,withdrawal,8308.28,atm,2,2026-04-22 16:31:00,0
TX000287,emp_finance01,withdrawal,203532.44,mobile,14,2026-04-22 03:02:00,1
TX000288,emp_finance02,deposit,3076.18,atm,3,2026-04-19 16:20:00,0
TX000289,emp_finance01,deposit,641.54,mobile,1,2026-04-10 10:33:00,0
TX000290,emp_finance01,payment,11094.11,branch,0,2026-04-14 13:29:00,0
TX000291,emp_finance02,withdrawal,6280.37,branch,2,2026-04-13 15:31:00,0
TX000292,analyst,payment,19688.93,mobile,6,2026-04-17 00:00:00,1
TX000293,emp_finance02,deposit,7865.26,atm,2,2026-04-21 10:02:00,0
TX000294,emp_finance01,deposit,5988.24,branch,0,2026-04-13 14:36:00,0
TX000295,emp_finance02,transfer,9260.04,branch,2,2026-04-15 13:17:00,0
TX000296,analyst,transfer,202880.06,ach,13,2026-04-15 03:20:00,1
TX000297,user01,transfer,9807.67,branch,0,2026-04-21 12:10:00,0
TX000298,user01,payment,2635.79,branch,3,2026-04-14 13:03:00,0
TX000299,emp_finance02,transfer,127900.41,mobile,13,2026-04-21 02:51:00,1
TX000300,emp_finance01,payment,205096.8,mobile,12,2026-04-17 01:43:00,1
TX000301,user01,transfer,41782.37,mobile,8,2026-04-21 01:57:00,1
TX000302,analyst,withdrawal,11696.53,atm,3,2026-04-22 14:24:00,0
TX000303,analyst,deposit,1513.47,ach,1,2026-04-12 08:18:00,0
TX000304,admin,transfer,9532.06,wire,1,2026-04-12 11:51:00,0
TX000305,emp_finance02,transfer,10178.07,atm,2,2026-04-16 13:17:00,0
TX000306,admin,withdrawal,11242.76,branch,3,2026-04-14 08:22:00,0
TX000307,analyst,payment,179657.21,branch,9,2026-04-13 01:54:00,1
TX000308,user01,withdrawal,38604.94,ach,6,2026-04-11 23:44:00,1
TX000309,emp_finance01,transfer,11241.6,mobile,2,2026-04-20 16:31:00,0
TX000310,user01,withdrawal,1766.1,atm,1,2026-04-10 13:08:00,0
TX000311,user01,transfer,75280.96,atm,7,2026-04-09 01:33:00,1
TX000312,analyst,deposit,10344.07,atm,2,2026-04-20 12:10:00,0
TX000313,analyst,payment,34887.49,atm,15,2026-04-09 03:11:00,1
TX000314,admin,payment,43310.01,ach,15,2026-04-22 01:11:00,1
TX000315,user01,withdrawal,4533.09,mobile,0,2026-04-19 13:22:00,0
TX000316,emp_finance02,transfer,10917.14,atm,0,2026-04-18 15:13:00,0
TX000317,analyst,deposit,8005.12,wire,3,2026-04-20 15:56:00,0
TX000318,emp_finance01,payment,3015.27,mobile,3,2026-04-21 10:51:00,0
TX000319,admin,transfer,7614.26,atm,1,2026-04-11 14:04:00,0
TX000320,analyst,withdrawal,4916.88,mobile,1,2026-04-13 14:56:00,0
TX000321,emp_finance01,transfer,18269.48,wire,10,2026-04-18 00:15:00,1
TX000322,admin,deposit,8614.36,branch,3,2026-04-21 08:18:00,0
TX000323,analyst,deposit,87425.36,wire,7,2026-04-18 22:50:00,1
TX000324,user01,withdrawal,10567.47,wire,2,2026-04-08 10:24:00,0
TX000325,emp_finance01,transfer,20692.23,atm,6,2026-04-20 23:48:00,1
TX000326,admin,deposit,3323.61,ach,0,2026-04-09 16:24:00,0
TX000327,emp_finance01,withdrawal,7492.16,mobile,2,2026-04-21 15:25:00,0
TX000328,analyst,transfer,3603.34,wire,1,2026-04-20 11:02:00,0
TX000329,admin,deposit,8591.51,ach,0,2026-04-21 13:24:00,0
TX000330,emp_finance02,withdrawal,2224.08,ach,3,2026-04-21 17:26:00,0
TX000331,admin,payment,6071.85,wire,0,2026-04-10 17:18:00,0
TX000332,emp_finance02,deposit,10288.09,mobile,1,2026-04-18 08:25:00,0
TX000333,emp_finance01,payment,7034.08,atm,2,2026-04-08 15:23:00,0
TX000334,analyst,payment,6745.92,atm,1,2026-04-18 11:47:00,0
TX000335,admin,payment,8357.15,mobile,3,2026-04-11 11:31:00,0
TX000336,emp_finance02,transfer,9244.49,branch,0,2026-04-20 10:12:00,0
TX000337,admin,deposit,55364.65,mobile,11,2026-04-09 04:29:00,1
TX000338,user01,payment,9955.15,branch,3,2026-04-13 10:35:00,0
TX000339,emp_finance02,withdrawal,2084.11,branch,0,2026-04-16 12:03:00,0
TX000340,emp_finance01,deposit,9076.33,branch,0,2026-04-09 16:49:00,0
TX000341,user01,deposit,8033.85,wire,2,2026-04-11 17:45:00,0
TX000342,emp_finance01,payment,8872.84,ach,3,2026-04-13 16:06:00,0
TX000343,user01,payment,4880.22,atm,0,2026-04-17 15:17:00,0
TX000344,admin,deposit,7618.46,atm,1,2026-04-08 10:03:00,0
TX000345,emp_finance01,withdrawal,10621.6,atm,3,2026-04-16 12:24:00,0
TX000346,admin,withdrawal,10138.54,atm,2,2026-04-09 13:10:00,0
TX000347,emp_finance02,payment,71228.55,branch,11,2026-04-12 00:05:00,1
TX000348,analyst,transfer,11152.36,wire,2,2026-04-13 13:18:00,0
TX000349,analyst,payment,175051.33,wire,9,2026-04-14 22:07:00,1
TX000350,analyst,withdrawal,220119.15,atm,12,2026-04-13 04:57:00,1
TX000351,emp_finance01,deposit,8323.25,atm,2,2026-04-12 10:03:00,0
TX000352,analyst,deposit,6192.87,wire,0,2026-04-20 15:39:00,0
TX000353,admin,withdrawal,3829.65,mobile,0,2026-04-08 13:20:00,0
TX000354,admin,payment,8995.29,branch,1,2026-04-21 12:24:00,0
